MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368060190,2022-01-01T00:00:00,37.76963,-122.34877,0.6,319.1,511.0,P/V_GOLDEN_GATE,,WDK4954,50,15,21,6,0.0,50,A
311000341,2022-01-01T00:00:01,19.38013,-66.14565,20.9,315.0,315.0,NORWEGIAN ESCAPE,IMO9677076,C6BR3,60,0,334,,,69,A
338132000,2022-01-01T00:00:02,47.63006,-122.38101,0.0,1.1,511.0,GOLDEN ALASKA,IMO7229710,WDI2020,30,0,94,15,6.1,30,A
316005724,2022-01-01T00:00:02,48.41465,-123.38586,0.0,0.0,511.0,CHARLES H CATES IV,,,31,0,14,5,1.7,52,A
538006167,2022-01-01T00:00:03,31.64744,-117.64281,15.8,269.5,270.0,GLOVIS CAPTAIN,IMO9707015,V7KI4,70,0,199,32,10.0,70,A
367152240,2022-01-01T00:00:04,37.82705,-122.42138,1.5,312.0,511.0,SOLITARY,,WDJ4135,59,0,18,6,,59,A
316001821,2022-01-01T00:00:05,48.27146,-125.73463,8.4,249.5,245.0,FROSTI,IMO7628473,CFL3773,30,0,39,8,4.2,30,A
338180395,2022-01-01T00:00:18,35.85275,-74.72085,3.3,237.3,511.0,MR FINN,,,30,,14,,,,B
352905000,2022-01-01T00:01:06,33.67055,-118.66265,2.1,59.0,348.0,KEN HOU,IMO9293882,HOIK,70,0,170,27,9.7,70,A
367531790,2022-01-01T00:01:08,30.04853,-90.50996,1.5,233.6,242.0,SALLIE ANN,,WDG3990,70,12,24,9,,31,A
367350170,2022-01-01T00:01:11,29.72389,-95.27349,0.0,179.5,107.0,CAPT JACK GREEN,,WDE4207,31,12,22,9,,57,A
368042170,2022-01-01T00:01:12,29.70964,-91.26324,0.0,277.2,511.0,NATHAN THOMAS,,WDK3121,57,12,19,7,2.4,57,A
367544960,2022-01-01T00:01:12,29.51112,-94.52617,3.2,68.7,65.0,THUNDER,,WDG5276,31,0,22,,,52,A
366946710,2022-01-01T00:01:15,42.62823,-73.75467,0.0,256.1,511.0,TURECAMO GIRLS,IMO6604781,WDC3464,31,0,29,8,3.9,52,A
367503760,2022-01-01T00:01:15,30.03980,-94.03420,0.0,335.0,152.0,WES SELLARS,,WDF9302,31,0,26,9,,31,A
538005061,2022-01-01T00:01:06,28.89306,-88.10354,0.1,210.0,129.0,OCEAN BLACKHAWK,IMO9618898,V7AS9,90,3,229,36,12.0,0,A
311000341,2022-01-01T00:01:06,19.38454,-66.15047,21.1,313.9,314.0,NORWEGIAN ESCAPE,IMO9677076,C6BR3,60,0,334,,,69,A
367091990,2022-01-01T00:01:09,39.23716,-75.02552,0.0,238.6,511.0,MERRIMAC,IMO7436727,WDC8717,31,0,21,7,,52,A
367327250,2022-01-01T00:01:09,46.16854,-123.91403,0.0,192.3,511.0,ENDEAVOR,,WDE2605,30,7,19,6,,30,A
367666170,2022-01-01T00:01:10,29.99296,-90.40786,0.0,300.9,301.0,ASHLEY DANIELSON,,WDH9251,31,0,32,,,99,A
636020073,2022-01-01T00:00:00,29.22567,-94.67300,0.1,356.0,114.0,CHEMTRANS POLARIS,IMO9308998,D5XN9,80,1,228,32,8.5,80,A
367090270,2022-01-01T00:00:01,29.23702,-89.36168,0.0,360.0,511.0,TITUS,,WCV9471,60,0,31,7,,99,A
367553550,2022-01-01T00:00:01,47.24480,-122.55776,0.0,188.7,511.0,ENDEAVOR,,WDG6105,51,0,11,3,,51,A
367380280,2022-01-01T00:00:02,46.15705,-123.40233,0.0,360.0,140.0,WESTERN STAR,IMO8423806,WDE6437,31,0,23,7,,99,A
367644790,2022-01-01T00:00:00,30.34200,-88.50762,0.0,239.4,280.0,D'ANDRE FORWARD,,WDH7100,31,12,23,,,31,A
367797260,2022-01-01T00:00:08,40.70379,-73.99565,0.1,26.6,216.0,H208,,WDJ6389,60,0,,,,69,A
367770120,2022-01-01T00:00:02,35.12419,-90.07665,0.0,360.0,511.0,MEMPHIS CREWBOAT II,,WDJ3660,60,0,,,,53,A
367199860,2022-01-01T00:00:08,34.22698,-77.95326,0.0,270.8,511.0,MAURANIA III,IMO9069516,WDD8489,31,0,30,10,,52,A
367638240,2022-01-01T00:00:03,38.57534,-90.22322,0.0,207.4,50.0,DAVID L FIELDS,,WDH6464,31,12,40,14,,57,A
367481550,2022-01-01T00:00:51,38.71453,-90.17036,0.1,360.0,511.0,VELDA TAYLOR,,WDF7146,31,0,16,6,,31,A
366766530,2022-01-01T00:00:58,46.19069,-123.74639,0.0,325.1,511.0,SALVAGE CHIEF,IMO5308251,WKGY,90,5,61,10,2.9,90,A
366825190,2022-01-01T00:00:01,48.14054,-123.42563,0.0,248.2,295.0,PUGET SOUND,,WCZ5670,50,9,22,6,,50,A
367584280,2022-01-01T00:00:07,41.68573,-71.44649,0.0,191.1,511.0,EDNA A,,WDI8538,31,0,16,6,,31,A
367097970,2022-01-01T00:00:04,38.11731,-76.54246,8.1,131.6,511.0,CRYSTAL COAST,,WDC9132,31,0,20,7,,52,A
215165000,2022-01-01T00:00:19,30.73265,-118.93742,1.8,110.2,29.0,CMA CGM VIRGINIA,IMO9351139,9HA4990,79,0,294,33,11.1,79,A
367181980,2022-01-01T00:00:04,43.33460,-124.31797,0.0,8.5,511.0,DAWN,IMO7207932,WYZ3813,30,15,27,7,,30,A
367496180,2022-01-01T00:00:53,47.66468,-122.38656,0.1,109.0,511.0,BACCHUS,,WDF8561,37,,11,,,,B
366983180,2022-01-01T00:00:10,39.37438,-74.42092,0.0,0.0,511.0,JERSEY GIRL,IMO8719487,WDB9807,30,,25,7,,,B
316042039,2022-01-01T00:00:49,49.29805,-123.02874,0.0,217.2,180.0,OCEAN KITSILANO,IMO9833620,,52,5,28,13,5.8,52,A
338229343,2022-01-01T00:00:32,36.83125,-75.97642,0.0,92.0,511.0,LURE EM INN,,,37,,15,,,,B
367034570,2022-01-01T00:00:04,40.10219,-74.03898,0.0,360.0,511.0,VOYAGER,,WDH8901,60,0,27,7,,30,A
368072680,2022-01-01T00:00:06,33.75239,-118.11408,0.0,237.1,227.0,,,,0,15,0,0,0.0,0,A
316011981,2022-01-01T00:00:07,48.66879,-123.40440,0.0,345.7,511.0,SEGUE II,,CFN4950,37,0,12,4,2.3,37,A
367774550,2022-01-01T00:00:17,44.45137,-68.89860,0.0,348.6,511.0,CAPT ARTHUR FOURNIER,IMO7303839,WDJ4116,31,15,30,9,4.3,52,A
367496150,2022-01-01T00:00:00,29.96863,-93.85978,0.1,224.5,210.0,H.F. BEAN,IMO1233330,WDG8558,31,12,8,6,2.8,31,A
367638960,2022-01-01T00:00:01,40.76308,-74.00597,2.5,70.8,511.0,NYPD 351,,WDH6532,55,0,,,,55,A
367596940,2022-01-01T00:00:05,40.35310,-73.95277,5.5,346.8,337.0,CAPT WILLIE LANDERS,,WDH2376,31,0,22,8,,31,A
366999404,2022-01-01T00:00:41,37.16626,-76.60936,0.0,32.0,251.0,JAMES LOUX,,AAFA,70,5,0,0,0.0,70,A
235010450,2022-01-01T00:00:00,48.41053,-123.20112,12.5,49.0,40.0,EVER SMART,IMO9300403,MLBD9,70,0,299,42,14.2,71,A
367789830,2022-01-01T00:00:02,47.63015,-122.39575,0.0,162.6,511.0,KEIKO,,WDJ5641,37,,,,,,B
367736110,2022-01-01T00:00:03,39.06475,-84.43190,0.0,190.4,511.0,SATISFACTION II,,WDI8187,60,0,24,6,,69,A
367682610,2022-01-01T00:00:04,40.64143,-74.12958,0.1,105.4,103.0,JAMES D MORAN,IMO9786499,WDI2873,31,0,28,,,52,A
367377380,2022-01-01T00:00:06,42.35556,-71.04967,0.0,246.0,276.0,FREEDOM,,WYR2173,60,0,29,12,,60,A
636021115,2022-01-01T00:00:07,40.70276,-73.97277,0.0,22.6,511.0,TERESA,IMO9175016,5LCI9,57,0,220,24,5.5,57,A
367047270,2022-01-01T00:00:07,46.10325,-122.96080,7.1,133.2,124.0,LIBERTY,,WDC5845,31,0,31,10,,57,A
367787130,2022-01-01T00:00:07,46.73852,-92.08632,0.0,333.5,511.0,EDWARD H,IMO8990471,WDJ5384,31,0,33,8,3.6,31,A
367107940,2022-01-01T00:00:30,36.06079,-75.67500,6.8,322.9,511.0,BIRDIE P,IMO8939075,WDC9885,30,,23,7,,,B
367646390,2022-01-01T00:00:58,29.81472,-92.04445,4.6,249.4,511.0,ANDREW C,,WDH7256,31,0,19,,,99,A
303104000,2022-01-01T00:00:00,24.61893,-84.12978,14.9,292.0,293.0,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,80,A
367534680,2022-01-01T00:00:02,29.76660,-91.77510,4.7,115.7,120.0,CAPT NILES SHOEMAKER,,WDG4261,31,12,25,,,57,A
367472930,2022-01-01T00:00:02,36.20712,-76.71853,0.0,356.0,511.0,ISLAND LOOKOUT,,WDF6311,31,0,19,7,,31,A
367015310,2022-01-01T00:00:03,30.66151,-88.03267,0.0,185.8,511.0,MISS MARION,,WDI5380,31,15,15,6,,0,A
367049470,2022-01-01T00:00:17,33.76266,-118.26570,0.0,225.6,511.0,STEPHEN M WHITE,,WCU6542,90,15,15,4,,50,A
303615000,2022-01-01T00:00:22,39.26965,-76.56956,0.0,304.0,91.0,PRIDE OF BALTIMORE 2,,WUW2120,60,5,29,7,,36,A
338165129,2022-01-01T00:01:00,41.76501,-124.27548,7.5,176.8,511.0,MISS EMILY,,,30,15,0,0,0.0,30,A
303104000,2022-01-01T00:01:07,24.62065,-84.13450,14.8,291.7,293.0,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,80,A
367647650,2022-01-01T00:01:11,29.83498,-93.95586,0.0,281.6,54.0,CAPT GARY E MOSS,,WDH7389,31,12,25,,,57,A
367114880,2022-01-01T00:01:11,27.87392,-97.04410,0.0,38.6,3.0,SYDNEY ANN,,WDD2405,31,0,21,8,,31,A
367638960,2022-01-01T00:01:11,40.76295,-74.00557,1.5,194.5,511.0,NYPD 351,,WDH6532,55,0,,,,55,A
367015310,2022-01-01T00:01:12,30.66152,-88.03267,0.0,185.8,511.0,MISS MARION,,WDI5380,31,15,15,6,,0,A
367003770,2022-01-01T00:01:12,28.17234,-96.86795,5.1,49.0,49.0,PADDY,,WDF2429,31,12,21,8,,57,A
366984390,2022-01-01T00:01:14,30.05195,-90.59012,0.0,217.7,244.0,OHIO VALLEY,,WDB9880,31,5,41,13,,52,A
367034570,2022-01-01T00:01:16,40.10220,-74.03898,0.0,360.0,511.0,VOYAGER,,WDH8901,60,0,27,7,,30,A
367472930,2022-01-01T00:01:03,36.20713,-76.71852,0.0,201.0,511.0,ISLAND LOOKOUT,,WDF6311,31,0,19,7,,31,A
367337690,2022-01-01T00:01:04,29.74849,-95.29220,0.0,173.0,511.0,SAM HOUSTON,,WDE3340,60,15,,,,60,A
367602610,2022-01-01T00:00:01,43.14974,-69.92134,2.6,176.4,511.0,TYLER,IMO8036287,WDH2928,30,7,19,6,,99,A
338196024,2022-01-01T00:00:01,25.99125,-80.12010,0.0,360.0,511.0,GRAND PRINCESS,,WDH7485,69,0,39,12,2.5,69,A
368102310,2022-01-01T00:00:03,38.53897,-90.25527,0.0,105.3,511.0,JACKIE SUE,,WDK9298,31,15,0,0,0.0,31,A
366978720,2022-01-01T00:00:04,33.73113,-118.26089,0.0,286.4,165.0,MILLENNIUM FALCON,IMO9219575,WCZ8082,31,0,32,11,4.9,31,A
368006220,2022-01-01T00:00:05,38.79286,-77.03770,7.6,172.6,511.0,POTOMAC TAXI I,,WDJ7386,60,,,,,,B
316001255,2022-01-01T00:00:05,49.07017,-123.33927,20.2,316.5,319.0,QUEEN OF NEW WESTMIN,IMO6413663,VDQQ,60,0,129,23,3.6,60,A
316003527,2022-01-01T00:00:07,49.12368,-123.18871,0.0,200.4,511.0,BELINA,IMO5039678,CY3195,30,0,23,7,2.9,30,A
367517750,2022-01-01T00:00:53,29.47838,-94.61741,4.6,249.3,245.0,MARSHALL B BARNES,,WDG2645,31,0,26,,,31,A
367545030,2022-01-01T00:00:13,36.92292,-76.18706,0.0,360.0,511.0,LITTLE BRUTUS,,WDG5282,52,0,7,4,2.0,52,A
367586380,2022-01-01T00:00:57,28.80374,-90.42734,0.0,261.0,511.0,CHARLESTON,IMO9688582,WDG9298,90,0,32,20,,90,A
367505780,2022-01-01T00:00:58,30.20753,-93.27313,0.0,249.9,511.0,CPL JACOB C LEICHT,,WDF9500,31,0,24,,,57,A
366997390,2022-01-01T00:00:00,30.36118,-86.09301,0.0,130.7,511.0,CHARLES J CENAC,,WDC2762,31,0,18,7,,52,A
338145695,2022-01-01T00:00:01,33.38816,-118.36000,24.4,136.5,511.0,BAYWATCH 16,,,90,15,9,,,50,A
367555330,2022-01-01T00:00:01,38.57191,-90.22828,4.3,62.0,53.0,LOUISIANA STAR,,WDG6282,31,5,19,,,52,A
367430810,2022-01-01T00:00:02,29.61427,-89.89641,11.7,111.9,511.0,MISS BECKY,IMO8987307,WDF2693,31,0,25,8,2.7,23,A
367327440,2022-01-01T00:00:05,45.59802,-122.55588,7.3,287.9,511.0,KATHRYN B,,WDE2619,31,0,30,6,,31,A
636019306,2022-01-01T00:00:05,36.96282,-76.42409,0.0,167.8,37.0,TAHO AUSTRALIA,IMO9846067,D5TX2,70,0,229,32,7.5,70,A
367488280,2022-01-01T00:00:10,47.65888,-122.37928,0.0,339.3,511.0,MUSKRAT,IMO5244259,WDF7801,30,9,25,8,2.9,30,A
316025881,2022-01-01T00:00:17,43.63734,-79.38901,0.0,12.7,167.0,WM LYON MACKENZIE,,,200,0,24,6,0.0,200,A
367632260,2022-01-01T00:00:07,47.66672,-122.38945,0.0,228.8,359.0,NOTORIOUS,IMO7202061,WDH5866,30,15,36,9,3.4,30,A
367120020,2022-01-01T00:00:36,36.97115,-76.41551,0.0,203.1,511.0,IAN NIGEL,IMO8132677,WDD2795,30,,24,7,,,B
367046890,2022-01-01T00:00:01,46.43321,-124.31140,2.7,174.5,511.0,PACIFIC FUTURE,IMO7948316,WDC5819,30,7,21,6,,30,A
366978210,2022-01-01T00:00:01,29.32878,-94.77442,2.6,149.8,511.0,DEWITT C GREER,IMO9102019,WCP3759,60,0,80,19,3.4,66,A
215478000,2022-01-01T00:00:05,36.83730,-75.77899,9.0,299.5,301.0,ALESSANDRO D P,IMO9384162,9HA5130,80,0,130,24,6.4,80,A
366977040,2022-01-01T00:00:08,35.01911,-76.31370,0.0,360.0,511.0,CARTERET,IMO8643145,WTA7882,60,0,64,16,3.2,60,A
338167484,2022-01-01T00:00:04,37.51267,-122.19711,0.0,0.0,511.0,SEQUOIA GUARDIAN,,,90,0,11,,,51,A
303636000,2022-01-01T00:00:06,47.66104,-122.37964,0.0,222.6,112.0,MARK I,IMO7215654,WDC4939,30,0,26,7,,30,A
355442000,2022-01-01T00:00:08,31.40959,-117.20061,1.4,163.1,228.0,CABO SAN ANTONIO,IMO9346469,H9MF,89,0,228,33,11.4,89,A
316001002,2022-01-01T00:00:10,42.95948,-82.35741,0.0,65.3,511.0,TEST,,,0,0,0,0,25.5,0,A
367082130,2022-01-01T00:00:15,39.26899,-76.58088,0.0,257.9,204.0,TIMOTHY MCALLISTER,IMO8997895,WDC8133,31,0,33,9,4.3,31,A
338203787,2022-01-01T00:01:01,25.63435,-80.29176,0.0,146.9,511.0,MANGO EXPRESS,,,37,,12,,,,B
367702290,2022-01-01T00:01:02,38.10242,-90.23443,0.0,187.5,130.0,MIKE WEISEND,,WDI4815,31,5,47,14,,57,A
338145695,2022-01-01T00:01:05,33.38296,-118.35388,24.1,135.4,511.0,BAYWATCH 16,,,90,15,9,,,50,A
367430790,2022-01-01T00:00:02,30.37974,-88.02025,6.1,16.0,511.0,MISS CALLIE CATE,IMO9383807,WDF2692,31,15,27,9,,31,A
367705050,2022-01-01T00:00:02,47.58709,-122.34333,0.0,179.8,170.0,C E,,WDI5089,31,15,28,9,,32,A
367562820,2022-01-01T00:00:02,30.05906,-93.36594,0.1,278.5,157.0,BREWSTER KNOTT,,WDG6998,31,12,25,9,,57,A
367570840,2022-01-01T00:01:09,29.70727,-95.04730,0.0,140.5,19.0,KARL SENNER,,WDG7788,31,15,27,,,57,A
366973420,2022-01-01T00:00:01,30.05973,-93.36468,0.6,185.2,511.0,CHARLES ALFRED,,WYU9726,31,0,15,6,,31,A
367725310,2022-01-01T00:01:13,29.46876,-89.30713,2.9,269.2,511.0,MY ANGEL,IMO8036299,WDI7096,30,,20,6,,,B
367759000,2022-01-01T00:01:13,32.49008,-79.59880,6.9,154.3,157.0,MAERSK MONTANA,IMO9305312,WCDP,70,0,292,32,13.5,74,A
367724340,2022-01-01T00:00:02,18.46117,-66.09352,0.0,291.5,511.0,DOCTOR D,IMO8941597,WDI6998,31,12,21,7,,52,A
215478000,2022-01-01T00:01:15,36.83875,-75.78212,9.1,300.0,302.0,ALESSANDRO D P,IMO9384162,9HA5130,80,0,130,24,6.4,80,A
249850000,2022-01-01T00:00:02,23.63933,-83.35409,11.9,294.9,287.0,CHARLOTTE C,IMO9528706,9HA4398,70,0,136,21,8.3,70,A
366887970,2022-01-01T00:00:08,47.58890,-122.35016,0.1,247.4,4.0,PROTECTOR,IMO9139828,WCY2824,31,0,36,12,6.0,31,A
368130870,2022-01-01T00:00:00,40.75366,-73.96079,10.5,216.0,214.0,H91,,WDL4384,60,0,0,0,2.0,60,A
367765490,2022-01-01T00:00:01,30.18125,-93.30886,1.1,215.2,220.0,AMERICAN STRONG,,WDJ3172,31,0,,,,31,A
367528110,2022-01-01T00:00:02,30.53046,-88.11651,0.0,93.1,511.0,R J CHERAMIE,,WDG3635,31,0,21,8,,52,A
368142710,2022-01-01T00:00:02,30.03946,-90.47594,7.0,169.5,511.0,IRON LADY,,WDL5614,31,12,0,0,9.6,31,A
366876000,2022-01-01T00:00:10,39.11910,-75.21746,7.1,146.8,145.0,CAPE HENRY,IMO9865439,WDK4595,57,12,145,24,6.8,57,A
366983440,2022-01-01T00:00:03,47.28215,-91.26269,0.0,32.0,215.0,JOYCE L VANENKEVORT,IMO8973033,WDB9821,31,0,41,15,,57,A
368130550,2022-01-01T00:00:00,29.94463,-90.38637,0.0,283.1,511.0,TAYLOR,,WDL4350,31,0,20,8,3.0,31,A
367426830,2022-01-01T00:00:00,30.40049,-91.21441,3.4,216.9,511.0,MR FARREL,,WDF2273,31,0,19,7,,31,A
366892000,2022-01-01T00:00:00,33.70177,-118.25373,13.3,40.4,45.0,JAMIE ANN,,WDL5109,52,0,31,12,5.7,52,A
316003677,2022-01-01T00:00:11,49.11087,-123.36625,8.2,109.1,109.0,SEASPAN PROTECTOR,IMO7406693,CZ5427,31,0,23,7,4.1,32,A
366954160,2022-01-01T00:00:01,30.39301,-91.21100,0.0,258.4,511.0,STONE FUELER,,WBS3206,31,0,19,7,,57,A
367689280,2022-01-01T00:00:33,37.14192,-76.37713,0.1,201.2,511.0,OVERDRAFT,,WDI3530,37,,14,4,,,B
367593340,2022-01-01T00:00:49,28.54421,-92.18988,0.1,277.1,281.0,SEACOR HAWK,IMO8769004,WDG9997,90,0,41,28,,90,A
357456000,2022-01-01T00:00:01,40.78746,-70.39038,0.3,248.0,180.0,FUGRO EXPLORER,IMO9208564,3FEV9,90,3,79,16,4.7,90,A
367005550,2022-01-01T00:00:50,30.44896,-91.20079,0.0,360.0,2.0,EARL GONSOULIN,,WDC3306,31,0,21,8,,57,A
368097190,2022-01-01T00:00:03,29.87513,-91.21017,4.0,345.4,356.0,LIZ SLOSS,,WDK8767,57,0,207,18,2.9,57,A
367799370,2022-01-01T00:00:00,47.63545,-122.33006,0.0,139.6,310.0,FLICKA,IMO8687995,WDJ6597,30,15,38,10,,30,A
367120990,2022-01-01T00:00:05,46.50253,-84.36850,0.0,86.5,89.0,AMERICAN INTEGRITY,IMO7514696,WDD2875,70,0,304,32,10.4,70,A
368039240,2022-01-01T00:00:00,35.08311,-90.14191,0.0,121.1,511.0,JOY GLYNN,,WDK2817,0,0,0,0,0.0,0,A
367546880,2022-01-01T00:00:03,30.00002,-89.99112,0.0,275.0,511.0,LUCILLE BROOKS,,WDG5458,31,0,18,8,,57,A
563433000,2022-01-01T00:00:09,33.45057,-117.98264,0.7,88.9,201.0,MAERSK NORTHWOOD,IMO9222118,9V3531,70,0,210,30,11.5,70,A
269084000,2022-01-01T00:00:52,29.58706,-89.82171,0.0,146.2,279.0,BREGAGLIA,IMO9694945,HBDU,70,1,240,,,70,A
366384000,2022-01-01T00:00:00,38.95850,-74.87601,0.0,238.3,511.0,ALLIANCE,,WDF7948,30,0,34,10,4.0,30,A
636018107,2022-01-01T00:00:07,33.46963,-118.25942,4.7,308.4,307.0,KASSOS,IMO9382164,D5OE9,80,0,102,17,6.6,83,A
368161640,2022-01-01T00:00:02,29.62620,-89.90727,0.0,244.9,511.0,SANDRA HOLT,,WDL7597,32,15,48,15,2.9,32,A
367422770,2022-01-01T00:00:03,29.93163,-90.33141,0.6,262.4,511.0,DAMIAN WISE,,WDE9912,31,0,19,7,,31,A
368067780,2022-01-01T00:00:08,41.49157,-81.71730,0.0,270.4,511.0,OHIO,,WDK5734,52,15,18,7,0.0,52,A
636020241,2022-01-01T00:00:47,29.94862,-73.88572,12.1,7.0,2.0,CONTSHIP LEO,IMO9403451,D5YH5,74,0,148,25,7.6,74,A
205553000,2022-01-01T00:00:14,42.41665,-70.72062,0.0,166.5,152.0,EXEMPLAR,IMO9444649,ONFZ,80,1,290,43,12.3,89,A
367614940,2022-01-01T00:00:58,29.76769,-95.10120,0.0,276.4,261.0,JERIS AUTHEMENT,,WDH4175,31,12,26,,,57,A
366989820,2022-01-01T00:00:00,27.85012,-97.06374,0.0,298.3,158.0,BILL G,IMO8967565,WDC2231,31,12,22,7,,57,A
367460380,2022-01-01T00:00:21,41.36149,-69.43868,8.2,105.3,511.0,OCEAN PROWLER,IMO8970237,WDF5186,30,,25,7,,,B
338633000,2022-01-01T00:00:58,29.68513,-91.17422,0.0,2.2,93.0,SEACOR FEARLESS,IMO9720897,WDH2936,90,5,61,14,4.7,70,A
338095126,2022-01-01T00:00:31,33.46101,-117.69869,0.0,35.1,511.0,HULA MAMA,,,37,,,,,,B
367760730,2022-01-01T00:01:04,32.80016,-79.92895,9.9,142.7,511.0,SEA SUB,,WDJ2686,60,0,22,5,,69,A
367777480,2022-01-01T00:00:01,29.97920,-93.86713,0.0,360.0,511.0,TAMMIE B,,WDJ4413,52,15,0,0,0.0,52,A
367426830,2022-01-01T00:01:10,30.39968,-91.21518,3.0,220.0,511.0,MR FARREL,,WDF2273,31,0,19,7,,31,A
367473140,2022-01-01T00:00:02,32.76362,-79.87283,0.0,197.0,511.0,VIRGINIAN,,WDF6332,90,3,54,18,,33,A
367442550,2022-01-01T00:00:58,29.77190,-90.07750,0.0,249.8,511.0,PAM G,IMO0000104,WDF3663,31,15,24,8,0.0,31,A
368134130,2022-01-01T00:00:03,27.87266,-97.04445,0.0,62.8,511.0,SHERRY L,IMO8989528,WDL4717,52,12,24,10,3.0,52,A
366892000,2022-01-01T00:01:02,33.70466,-118.25056,13.8,32.6,35.0,JAMIE ANN,,WDL5109,52,0,31,12,5.7,52,A
367546880,2022-01-01T00:01:04,29.99998,-89.99111,0.0,277.3,511.0,LUCILLE BROOKS,,WDG5458,31,0,18,8,,57,A
367508440,2022-01-01T00:01:05,29.69914,-89.97324,0.0,257.3,332.0,GEORGE ALLEN,,WDF9749,31,12,23,,,57,A
367005260,2022-01-01T00:01:10,29.56549,-94.42862,7.4,253.1,252.0,AMERICAN FREEDOM,IMO8983014,WDC3284,31,0,21,9,,57,A
366961460,2022-01-01T00:00:03,30.46817,-91.20015,0.0,128.8,175.0,DAVID G SEHRT,,WDB8607,31,12,54,15,,57,A
367473230,2022-01-01T00:00:06,39.80588,-75.41061,0.4,149.2,511.0,ESSEX,,WDF6340,90,3,42,11,,33,A
367161940,2022-01-01T00:00:04,33.77100,-118.21313,0.0,126.2,144.0,KATHERINE,IMO7914585,WDD5676,31,0,30,9,4.2,31,A
338263000,2022-01-01T00:01:06,28.51781,-88.28966,0.4,175.2,179.0,HARVEY SUB-SEA,IMO9704685,WHSE,90,3,99,,,9,A
367160030,2022-01-01T00:01:12,29.31472,-94.77882,0.0,266.3,511.0,KING ARTHUR,,WDD5554,60,5,30,7,,0,A
316001266,2022-01-01T00:00:11,49.16791,-123.92981,5.2,80.6,87.0,QUINSAM,IMO8111386,VY6800,60,0,86,21,1.8,60,A
316020871,2022-01-01T00:00:11,49.28970,-122.96415,0.0,332.5,89.0,SEASPAN EAGLE,IMO9432971,CFN6642,31,0,28,12,5.3,52,A
368102310,2022-01-01T00:01:12,38.53892,-90.25526,0.0,140.2,511.0,JACKIE SUE,,WDK9298,31,15,0,0,0.0,31,A
636019972,2022-01-01T00:00:14,37.26143,-76.11342,0.0,17.0,152.0,KIRSTEN OLDENDORFF,IMO9863091,D5XA9,70,1,229,32,11.0,70,A
367003920,2022-01-01T00:00:53,29.83523,-90.05935,0.0,328.9,135.0,TENNESSEE MERCHANT,,WDC3208,31,0,37,10,,31,A
367326360,2022-01-01T00:01:13,47.65766,-122.38233,0.0,212.5,357.0,PACIFIC CHALLENGER,IMO7043221,WDE2519,30,0,24,7,,30,A
316005649,2022-01-01T00:00:00,49.29020,-123.06049,0.0,3.9,511.0,WESTMINSTER HYAK,,,52,0,,,,52,A
367691010,2022-01-01T00:00:02,41.29400,-70.09346,9.7,329.2,332.0,WOODS HOLE,IMO9792931,WDI3700,60,0,71,,,60,A
366637150,2022-01-01T00:00:04,47.55613,-122.34131,0.0,195.6,99.0,HARRY M,,WYR2936,31,15,28,9,,32,A
366939170,2022-01-01T00:00:02,40.67592,-74.07646,0.0,184.8,256.0,ELIZABETH,IMO8851144,WSN6409,31,11,23,7,,33,A
338141422,2022-01-01T00:00:05,37.51306,-122.19585,0.0,221.7,245.0,SHEAR MADNESS,,,37,0,24,6,,37,A
367590780,2022-01-01T00:00:08,40.80568,-73.97978,0.0,121.2,204.0,HAGGERTY GIRLS,IMO9653252,WDG9740,31,0,33,10,,57,A
366946090,2022-01-01T00:00:07,40.72960,-74.01439,0.0,0.0,511.0,CORNUCOPIA MAJESTY,,WDH5940,60,0,53,19,,60,A
563104100,2022-01-01T00:00:10,37.71034,-122.31947,0.0,60.8,173.0,SAN JACK,IMO9859181,9V3412,80,1,183,32,8.0,80,A
367488010,2022-01-01T00:00:52,48.75689,-122.50690,0.0,222.3,511.0,POROSITY,,WDF7776,37,,19,5,,,B
366923910,2022-01-01T00:00:13,47.62952,-122.39265,0.0,360.0,511.0,FREEDOM,,WDB6399,37,,17,5,,,B
367112420,2022-01-01T00:00:17,47.65638,-122.37953,0.0,27.9,511.0,ADIRONDACK,,WDI9967,30,,14,5,,,B
319934000,2022-01-01T00:00:02,25.80031,-80.25153,0.0,283.9,511.0,MIZU,IMO1008255,ZCIT2,37,0,53,8,2.5,37,A
366749490,2022-01-01T00:00:41,32.72269,-117.22703,0.0,247.8,125.0,RED ROOSTER III,IMO8744327,WCY3865,60,,31,8,1.8,,B
367164250,2022-01-01T00:00:08,42.37997,-71.04208,0.0,201.1,511.0,FREEDOM,IMO9290622,WDD5825,31,0,28,9,3.3,52,A
319212100,2022-01-01T00:00:00,18.25857,-64.68409,7.9,101.6,99.0,E.MOTION+,IMO8353594,ZGOM3,37,0,48,9,2.7,37,A
518630000,2022-01-01T00:00:54,25.80378,-80.25572,0.1,261.6,309.0,BETTY K VIII,IMO8410328,E5U2577,70,0,77,13,4.1,70,A
303457000,2022-01-01T00:00:39,41.48835,-81.69306,0.0,158.8,154.0,LAURA L VANENKEVORT,IMO8875310,WDK6830,52,5,210,22,7.0,52,A
